ID,Name,Domain,Reg date,Title,Brand name,.com,.net,.org,.biz,Global rank,Top country,Google results,Link
1859,Nuvagenic-UA,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",http://ua.nuvagenic.com/?AFID=1066&C1=300001&C2=685879143
1860,Solpria-UA,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",http://ua.solpria.com/?AFID=1066&C1=300001&C2=685879226
1861,Nuvagenic-CZ,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",http://cz.nuvagenic.com/?AFID=1066&C1=300001&C2=685879245
1862,Solpria-CZ,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",http://cz.solpria.com/?AFID=1066&C1=300001&C2=685879273
1863,AdvancedTest-O-Boost,livingresearchinstitute.com,08/04/11,Living Research Institute,Living Research Institute,No,Yes,Yes,Yes,"30,526",USA,"83,800",http://www.livingresearchinstitute.com/men/4Dangers/indexw.php?CID=16&AFID=1070&SID=300001&AFFID=548994&AID=156474289&C1=&C2=&C3=&click_id=10293c0948bce5baa4b09f7b5f4d6b
1864,Nuvagenic-RU,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://ru.nuvagenic.com/?AFID=1066&C1=300001&C2=685879437
1865,Solpria-RU,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://ru.solpria.com/?AFID=1066&C1=300001&C2=685879453
1866,HomeWorkingConnection,webfortunemaster.com,01/31/13,Web Fortune Master,Web Fortune Master,No,No,No,Yes,"63,608",USA,"937,000",http://webfortunemaster.com/hik97/?misc1=888-394-9813&caid=28972&misc3=685879475&caCode=GhpmAngBus&nopop=0&stid=363&cid2=14841
1867,Nidora-FR,mitoslim.net,07/12/12,Mitoslim,Mitoslim,No,No,No,Yes,"149,325",France,"136,000",http://mitoslim.net/fr/speciale/?click_id=802118513&c1=685879530&c2=300001&c3=&AFID=410028&SID=685879530
1868,Beaudify-DK,beaudify.net,08/21/12,Beaudify,Beaudify,No,No,No,Yes,N/A,N/A,"18,300",http://www.beaudify.com/denmark-tre/index.php?oid=1&AFID=10014&SID=300001&affid=14&id=500636&s1=300001
1869,Restore-DK,skinbeautytruth.com,09/12/12,Restore,Restore,No,No,No,No,N/A,N/A,"185,000,000",http://skinbeautytruth.com/denmark-tre/index.php?oid=6&AFID=10014&SID=300001&affid=10014&id=500636&s1=300001
1870,Beaudify-FI,beaudify.com,08/21/12,Beaudify,Beaudify,No,No,No,Yes,"18,214,087",N/A,"18,300",http://www.beaudify.com/finland/index.php?oid=3&affid=14&AFID=14&SID=300001&id=500636&s1=300001
1871,Restore-FI,skinbeautytruth.com,09/12/12,Restore,Restore,No,No,No,No,N/A,N/A,"185,000,000",http://www.skinbeautytruth.com/finland/index.php?oid=7&AFID=14&SID=300001&affid=14&id=500636&s1=300001
1874,ShopRatesNow-US,shopratesnow.com,11/15/04,Now is the perfect time to refinance. Get a FREE quote &amp; see for yourself!,Shop Rates Now,No,Yes,Yes,Yes,"7,937,273",N/A,"27,100",http://www.shopratesnow.com/?aff_id=12&aff_sub=235&source=&offer_url=0&advertiser_id0&country_code=US&transaction-id=1028fa229372d80e26de1bb5460ba8
1876,Nuvagenic-BE-French,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://be.nuvagenic.com/fr/?AFID=1066&C1=300001&C2=685880077
1877,Solpria-BE-French,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://be.solpria.com/fr/?AFID=1066&C1=300001&C2=685880130
1878,Nuvagenic-HU,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",http://hu.nuvagenic.com/?AFID=1066&C1=300001&C2=685880156
1879,Solpria-HU,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",http://hu.solpria.com/?AFID=1066&C1=300001&C2=685880201
1880,Nuvagenic-HR,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",http://hr.nuvagenic.com/?AFID=1066&C1=300001&C2=685880234
1881,Solpria-HR,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",http://hr.solpria.com/?AFID=1066&C1=300001&C2=685880261
1885,Redunovin-DE,redunovin-de.com,04/30/13,Redunovin,Redunovin,No,No,No,Yes,"1,782,740",Germany,"28,900",http://de.redunovin-de.com/?AFID=104&SID=380064&click_id=831073012&c2=685880280
1886,Oxitamin-DE,oxitamin-de.com,04/30/13,Oxitamin,Oxitamin,No,No,No,Yes,"2,620,754",Germany,"42,900",http://www.oxitamin-de.com/?AFID=104&SID=380064&click_id=831073066
1893,AcaiNatural-CA-UK-AU,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,"286,561",USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2939/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=685880477&SID2=300001&LPID=358&ClickID=30214110
1894,AfricanMangoPremium-CA-UK-AU,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,"286,561",USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2939/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=685880477&SID2=300001&LPID=358&ClickID=30214110
1895,ColonPureCleanse-CA-UK-AU,healthycheckout.com,08/16/10,ColoThin - Detoxify Naturally,ColoThin,No,Yes,Yes,Yes,"183,757",USA,"115,000",http://secure.healthycheckout.com/o/clthn2/landing#none
1896,ColonCleanseTotal-CA-UK-AU,healthycheckout.com,08/16/10,ColoThin - Detoxify Naturally,ColoThin,No,Yes,Yes,Yes,"183,757",USA,"115,000",http://secure.healthycheckout.com/o/clthn2/landing#none
1897,EnemarexLift-CA-UK-AU,healthycheckout.com,08/16/10,ColoThin - Detoxify Naturally,ColoThin,No,Yes,Yes,Yes,"183,757",USA,"115,000",http://secure.healthycheckout.com/o/clthn2/landing#none
1898,AcaiBerryFresh-CA-UK-AU,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,"286,561",USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2939/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=685880477&SID2=300001&LPID=358&ClickID=30214110
1899,Hydrocollagen-CA-UK-AU,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1900,Revitalize-CA-UK-AU,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1904,TexasHoldEMPokerDeluxeiOS,apple.com,02/19/87,"Texas HoldEm Poker Deluxe for iPhone, iPad, and iPod touch on the iTunes App Store",Texas Holdem Poker Deluxe,No,Yes,Yes,Yes,43,USA,"18,400,000",https://itunes.apple.com/app/id486609032?mt=8784753405/Motive
1905,TexasHoldEMPokerDeluxeAndroid,google.com,09/15/97,Texas HoldEm Poker Deluxe - Android Apps on Google Play,Texas Holdem Poker Deluxe,No,Yes,Yes,Yes,1,USA,"18,400,000",https://play.google.com/store/apps/details?id=com.igg.pokerdeluxe&referrer=utm_source%3DMotive%26utm_medium%3DNET%26utm_term%3Dmdotm%26utm_campaign%3DMOTV.ANDR.PD.TIER1.BNNR.121129%26utm_content%3DAD-X
1906,Winanipad-DE,directv.com,03/22/95,"Cable vs Satellite - DIRECTV, Best Service, Most HD Channels",DIRECTV,No,No,No,No,"1,705",USA,"21,700,000",http://www.directv.com/DTVAPP/content/directv/directv-vs-cable-network
1907,TheJobScout-US,noyapps.com,07/11/13,Media Player: New codec pack available,Noya Apps,No,Yes,Yes,Yes,"1,820",USA,24,http://www.noyapps.com/lp/codecperformer/v7/?cid=3975&clickid=0016395235076346417&a=1
1908,AmericanLaserSkincareCenters,americanlaser.com,05/15/03,Enter contest drawing to win | America Laser Skincare,American Laser,No,No,No,Yes,"49,497",USA,"1,020,000",http://www.americanlaser.com/entercontest.php?utm_source=MediaWhiz&utm_medium=AffilliateID34354&utm_campaign=LHR&BannerID=3540&aid=24985
1909,LipoSlender-CA,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,"286,561",USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2950/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=685951940&SID2=300001&LPID=358&ClickID=30250028
1910,NaturalCleanse-CA,healthycheckout.com,08/16/10,ColoThin - Detoxify Naturally,ColoThin,No,Yes,Yes,Yes,"183,757",USA,"115,000",http://secure.healthycheckout.com/o/clthn2/landing#none
1911,Nuvagenic-SK,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",http://kr.nuvagenic.com/?AFID=1066&C1=300001&C2=685952021
1912,Solpria-SK,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",http://kr.solpria.com/?AFID=1066&C1=300001&C2=685952072
1913,RVTLAntiAging,rvtlskin.com,01/29/13,RVTL Anti Aging – Home,RVTL Anti Aging,No,No,No,Yes,"1,274,328",USA,"460,000",http://www.rvtlskin.com/o7new/?k=0&affid=5251&pgid=594&subid=380064&custom_3=831103547&custom_4=300001&c4=customredirects&referer=&ip=71.101.212.127&clid=1115640&aff=5251
1918,AppleStemCellSerumUK,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1923,LeDermeLuxe-US,luxuryskincollection.com,09/12/12,LE DERME LUXE,Le Derme Luxe,No,No,No,Yes,"1,312,479",USA,"148,000",http://luxuryskincollection.com/300ldls9us354/?oid=229&aff_id=1090&sub_id=685952272
1924,GetRidofPayDayLoans-Form,getridofpaydayloans.com,06/25/10,GetRidofPaydayLoans.com,Get Rid of Payday Loans,No,No,Yes,Yes,"2,274,759",USA,"481,000",http://getridofpaydayloans.com/index.php?D=273584_300001&S=&cpAFID=273584&cpSID=300001&ClickID=09_104282854_94af199e-4980-47a7-97f4-c1c3d8c550e9&SID=273584_300001&SID2=&SID_AFID=273584&SID_SID=300001
1925,GetRidofPayDayLoans-Call,getridofpaydayloans.com,06/25/10,GetRidofPaydayLoans.com,Get Rid of Payday Loans,No,No,Yes,Yes,"2,274,759",USA,"481,000",http://getridofpaydayloans.com/index.php?D=273584&S=&cpAFID=273584&cpSID=&ClickID=09_104291423_68e03810-1acc-4934-82a2-8559a8d7d762&SID=273584&SID2
1926,MyForceTrialNow-Form,myforcetrialnow.com,12/13/12,MyForceTrialNow | Free 30-Day Trial Offer,MyForce,No,Yes,No,No,"14,536,686",N/A,"524,000",http://myforcetrialnow.com/index.php?D=273584&S=300001&cpAFID=273584&cpSID=300001&ClickID=09_104293149_f54ded64-44d4-4cb9-a40a-9c2fe98b5461&SID=273584&SID2=300001
1927,MyForceTrialNow-Call,myforcetrialnow.com,12/13/12,MyForceTrialNow | Free 30-Day Trial Offer,MyForce,No,Yes,No,No,"14,536,686",N/A,"524,000",http://myforcetrialnow.com/index.php?D=273584&S=300520&cpAFID=273584&cpSID=300520&ClickID=09_104303520_ff45c2b4-926a-4555-a95d-fbe975e652ee&SID=273584&SID2=300520
1928,DebtEmergency911-Form,debtemergency911.com,09/19/08,debtemergency911 | Get Help NOW!,debtemergency911,No,Yes,Yes,Yes,"6,934,639",N/A,319,http://debtemergency911.com/?D=273584&S=300001&cpAFID=273584&cpSID=300001&ClickID=09_104304944_3e8ef0bd-ee06-4ae5-8fa4-9e43f9c507e7&SID=273584&SID2=300001
1929,DebtEmergency911-Call,N/A,N/A,Not Found,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.tmstrax.com/click.track?CID=244689&AFID=273584&AffiliateReferenceID=685953974
1930,BeaudifyUK,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1931,RestoreUK,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1933,Nuvagenic-TR,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",http://tr.nuvagenic.com/?AFID=1066&C1=300001&C2=685954185
1934,Solpria-TR,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",http://tr.solpria.com/?AFID=1066&C1=300001&C2=685954217
1935,PureCollagen-AU-NZ,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1936,DermPure-AU-NZ,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1937,Nuvagenic-India,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",http://in.nuvagenic.com/?AFID=1066&C1=300001&C2=685954305
1938,Nuvagenic-India-Hindi,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",http://in.nuvagenic.com/hindi/?AFID=1066&C1=300001&C2=685954318
1939,Solpria-India,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",http://in.solpria.com/?AFID=1066&C1=300001&C2=685954327
1940,Solpria-India-Hindi,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",http://in.solpria.com/hindi/?AFID=1066&C1=300001&C2=685954335
1941,CambogiaTrim-AU,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,"286,561",USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2955/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=685954402&SID2=300001&LPID=358&ClickID=30250028
1946,Nuetrim-ZA,healthycheckout.com,08/16/10,ColoThin - Detoxify Naturally,ColoThin,No,Yes,Yes,Yes,"183,757",USA,"115,000",http://secure.healthycheckout.com/o/clthn2/landing#none
1947,LipoSlender-US,greenliposlender.com,09/22/12,LIPO SLENDER,Green Lipo Slender,No,No,No,Yes,"392,342",Canada,"142,000",http://greenliposlender.com/286sls12us338/?oid=286&aff_id=1090&sub_id=300001
1948,NaturalCleanse-US,naturalcleanseriskfree.com,02/17/12,NATURAL CLEANSE,Natural Cleanse,Yes,No,No,No,"781,865",Canada,"156,000",http://naturalcleanseriskfree.com/143ncs5us208/?oid=143&aff_id=1090&sub_id=300001
1955,NitroFocusNO3,nitrofocusoffer.com,01/09/13,Nitro Focus NO3&reg;,Nitro Focus NO3,No,No,No,Yes,"1,062,715",USA,"178,000",https://www.nitrofocusoffer.com/nps/nit-02/hir/161/index.php?cnv=1&AFID=1117&SID=548994&ic=1&click_id=10271101212127101130925
1957,SmokeStar-US,smokestarelectroniccigarette.com,05/14/13,Smoke Star Electronic Cigarettes,Smoke Star E-Cigarette,Yes,Yes,Yes,Yes,"174,463",USA,"260,000",http://smokestarelectroniccigarette.com/?affiliate=430015&sub1=4154&sub2=102fe8e55499de77fd62ea609a8b18&sub3=&hitid=361761968&campaign=8
1958,OnineBusinessSystems-US,businesssuccesspack.com,03/13/13,Learn to achieve Success Online Today!,Business Success Pack,No,Yes,Yes,Yes,"159,391",USA,"22,200",https://www.businesssuccesspack.com/preenroll.php?uname=cpk&landingid=1012&promocode=CPK-Des-1012.2022
1959,OnineBusinessSystems-UK,webfortunemaster.com,01/31/13,Web Fortune Master,Web Fortune Master,No,No,No,Yes,"63,608",USA,"937,000",http://webfortunemaster.com/hik49/?misc1=888-394-9813&caid=28972&misc3=685955422&caCode=GhpmAngBus&nopop=0&stid=363&cid2=14825
1961,RaspKetone-IT,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,"462,867",USA,"680,000",https://it.mightyraspbketone.com/sp/?AFID=1066&C1=300001&C2=685955459
1962,RaspKetone-ES,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,"462,867",USA,"680,000",https://es.mightyraspbketone.com/sp/?AFID=1066&C1=300001&C2=685955514
1964,RaspKetone-AU,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,"462,867",USA,"680,000",https://au.mightyraspbketone.com/sp/?AFID=1066&C1=300001&C2=685955541
1965,RaspKetone-UK,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,"462,867",USA,"680,000",https://uk.mightyraspbketone.com/?AFID=1066&C1=300001&C2=685955562
1966,ProjectIncomeClub-US-UK-AU-CA-IE-NZ,projectincomeclub.com,06/04/12,Project Income Club,Project Income Club,No,Yes,Yes,Yes,"104,802",USA,"79,400",http://projectincomeclub.com/
1967,MiracleAlert,miraclealert.com,01/30/13,Miracle Alert - Help At The Push Of A Button,Miracle Alert,No,No,No,Yes,"2,444,932",N/A,"4,710",http://miraclealert.com/offer/index.php?AFID=50&SID=gru_685956740
1968,PCH - Win $1M Every Year For Life,N/A,N/A,404 – File or directory not found.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://343track.com/?a=447670&c=29160&s1=300001&s2=685956948
1973,Revolyn-FR,revolyn-fr.com,01/14/13,Revolyn,Revolyn,No,No,No,Yes,"1,509,945",N/A,"14,900",https://revolyn-fr.com/ll/index.php?traffic_source=cm&AFID=235
1974,KleanSlim-FR,klean-fr.com,01/14/13,KleanSlim,KleanSlim,No,No,No,Yes,"10,138,189",N/A,"6,970",https://klean-fr.com/ll/index.php?traffic_source=cm&AFID=235
1977,Slimatrex-FI,slimatrex.com,01/28/13,Slimatrex,Slimatrex,No,No,No,Yes,"4,703,208",N/A,"45,800",http://slimatrex.com/finland-kaksi/index.php?oid=44&AFID=14&SID=300001&affid=14&id=501833&click_id=501833&s1=300001&s2=685957361&s3
1978,VitalifeDetox-FI,vitalifedetox.com,02/06/13,VitalifeDetox,Vitalife Detox,No,No,No,Yes,"5,877,650",N/A,"1,490",http://vitalifedetox.com/finland-kaksi/index.php?oid=43&AFID=14&SID=300001&affid=14&id=501833&click_id=501833&s1=300001&s2=685957481&s3
1979,Slimatrex-DK,slimatrex.com,01/28/13,Slimatrex,Slimatrex,No,No,No,Yes,"4,703,208",N/A,"45,800",http://slimatrex.com/denmark/index.php?oid=47&AFID=10014&SID=300001&affid=10014&id=501833&click_id=501833&s1=300001&s2=685957607&s3
1980,VitalifeDetox-DK,vitalifedetox.com,02/06/13,VitalifeDetox,Vitalife Detox,No,No,No,Yes,"5,877,650",N/A,"1,490",http://vitalifedetox.com/denmark/index.php?oid=48&AFID=10014&SID=300001&affid=10014&id=501833&click_id=501833&s1=300001&s2=685957620&s3
1981,BidSauce,bing.com,01/29/96,Bing,Bing,No,No,No,No,15,USA,"296,000,000",http://www.bing.com/
1982,HighT,reviewsinc.org,04/05/13,High T®: A Brand New Supplement Hits the Shelves – Get Help Fast,High T,No,No,No,No,"3,482,761",N/A,"1,350,000",http://reviewsinc.org/HighTReview/
1983,Luminique-CA,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1984,Hydroxatone-CA,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1986,Luminique-AU-NZ,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1987,Relift-Int,reliftadvanced.com,03/25/13,ReLift Advanced,ReLift Advanced,No,No,No,Yes,"2,878,849",N/A,"2,950",http://uk.reliftadvanced.com/rw/?AFID=1066&C1=300001&C2=685958101
1988,Hydrellatone-Int,hydrellatone.com,04/04/13,Hydrella Tone,Hydrella Tone,No,No,No,Yes,"4,607,382",N/A,"6,940",http://uk.hydrellatone.com/rw/?AFID=1066&C1=300001&C2=685958314
1989,Relift-MY,reliftadvanced.com,03/25/13,ReLift Advanced,ReLift Advanced,No,No,No,Yes,"2,878,849",N/A,"2,950",https://my.reliftadvanced.com/?AFID=1066&C1=300001&C2=685958411
1990,Hydrellatone-MY,hydrellatone.com,04/04/13,Hydrella Tone,Hydrella Tone,No,No,No,Yes,"4,607,382",N/A,"6,940",http://my.hydrellatone.com/?AFID=1066&C1=300001&C2=685958446
1991,BeenVerified-BackgroundCheck-LP-US,beenverified.com,12/15/06,Background Check | People Search | BeenVerified.com,Been Verified,No,No,No,No,"13,179",USA,"21,200,000",http://www.beenverified.com/background-check3?utm_source=1179&utm_medium=affiliate&utm_campaign=27&subid
1992,BeenVerified-CriminalRecords-LP-US,beenverified.com,12/15/06,Background Check | People Search | BeenVerified.com,Been Verified,No,No,No,No,"13,179",USA,"21,200,000",http://www.beenverified.com/criminal-check?utm_source=1179&utm_medium=affiliate&utm_campaign=14&subid
1993,InternetMoneyPath-UK,internetmoneypath.com,02/28/13,Internet Money Path,Internet Money Path,No,No,No,Yes,"357,983",Canada,"321,000",https://internetmoneypath.com/?publisher=CD1177&sub_id=685959611
1994,1285Muscle-US-CA,1285muscleextreme.com,02/15/13,1285 Muscle,1285 Muscle,No,No,No,Yes,"754,021",USA,"89,100",https://www.1285muscleextreme.com/trial/us/index.php?CID=20&AFID=1002&SID=235&click_id=102b856150d65a1379ae46f3893462&token
1995,Rejuvenex-CA,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1996,Rejuvenex-UK,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1997,Rejuvenex-US,rejuvenexnow.com,04/19/12,Rx Rejuvenex,Rx Rejuvenex,No,No,No,Yes,"325,450",USA,"6,710",http://www.rejuvenexnow.com/trial/us/index.php?CID=6&AFID=1002&SID=235&C1=300001&click_id=1020b1ddbbf80a6e1dc8b053846408&token
1998,Test C2c Campaign,insurance.com,06/30/94,Car Insurance Comparison | Auto Insurance Quotes | Insurance.com,Insurance,No,No,No,No,"138,254",USA,"893,000,000",http://www.insurance.com/
1999,Luminique-Bellaplex-PresaleLP-US,revitoldeal.com,01/18/12,Home,Revitol,No,No,No,No,545714,USA,"1,280,000",http://www.revitoldeal.com/
2002,Skin Redirect,healthandbeautyexposed.net,06/25/13,Mom Beats Dermatologists With This One Weird Wrinkle Trick,Health and Beauty Miracles Exposed,Yes,Yes,Yes,Yes,1238691,N/A,0,http://healthandbeautyexposed.net/?t202id=300001&t202kw=685960562&match=&c3=&ne
2003,ZinnCollection-CA,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,2135626,N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
